Review,Rating
"No hand towels in room. No kettle or tea/coffee making facilities. Cost of tea/coffee at reception was too much. Breakfast was poor - no cereal other than granola. Only scrambled eggs or boiled eggs were the hot options. No staff around to clean crumbs from tables & chairs or restock food. Cost of parking too much (€20 a night is expensive).,

Location.",negative
"Breakfast ,

Location",positive
Everything there is nice and in the center,positive
"Nothing,

Great location, comfy bed, clean",positive
"The mini bar is empty, you have to fill it from reception. The furniture needs an update. We handn't bathrobe to use for swimingpool, not even towels. ,

confortable beds, good and various breakfast, good location, the restaurant has a very good and fresh food.",positive
"There was not a thing we did not like ,

Beyond our expectations. Milk in fridge. Coffee tea etc. Comfort of pillows, comfort of bed, quality of bedding and towels Location perfect. Overnight free street parking 5 min walk away if you are happy to move car before 9am.",positive
"Nothing to dislike.,

Good breakfast with plenty of choice.  Very friendly host.  Comfortable bed.  Interesting decor.  Memorable.",positive
"The window kept neither noise nor coldness outside. The temperature could be well regulated with a heater and a ventilator in the room, but noise from the street was annoying. I would have preferred not to wake up by a Jackhammer.,

The rooms was big, the bathroom new and clean. The location is good, you can easily walk to the center and to the beach.",negative
Staff we great.   Close to the old city.  Room was comfortable.,positive
"Option of room without carpet, for people with allergy is not so great, but it looked very clean, for me with a little medication, was fine to stay, not great, but ok.,

The breakfast is fantastic, plenty of options for all tastes. The hotel is really nice, excellent location, close to train station 10 min walk, close to everything, market, pharmacy, shops, restaurants. Great experience.",positive
"The bar below the room was noisy into the late hours so it was hard to sleep between the jet lag and noise. ,

The location to the Markt square and the sites was terrific.",positive
"The hotel rooms condition is old and in some cases not well maintained. In our room both airco and shower were not functioning. As a result the room was so warm in the middle of winter (we were there end of January) that we couldn’t sleep even with the window hof open! The shower had no pressure at all and only cold water was coming through which made it super uncomfortable showering for ourselves but also dor our two little kids. Next morning we reported those issues and requested for another room. Pur request was accommodated and we got a room where everything was functioning good. So kudos to the receptionist hearing us out and actually doing something about it but Holiday Inn really needs to invest some money to renovate their hotel rooms. It’s about time as they are stuck back to ‘90s...old and very used with stains on the floor carpet and everything....,

The hotel is in a very good location, few minutes walk from the center. Employees have been very helpful and accommodating. Very good variety and quality of breakfast",positive
"Great location for Christmas Markets.
Host gave very good detailed instructions and quick responses",positive
"I was confined to upstairs which doe not suit me, whereas if in a hotel you can socialise and are roaming free",positive
"Staffwere very friendly and helpful !!!!",positive
"Breakfast could have been better with more variety.,

Location is good, the room was comfortable, clean and quiet. WiFi and AC were good. Staff was friendly and helpful.",positive
"Beds too soft and pillows too hard,

It’s location to all things",positive
"Old swimming pool and older rooms,

In the centrum of Hasselt",positive
"It is a cozy little studio with all you need. It is quite, uncomplicated and quite central. I could make some tea, had a little fridge, an iron and a hairdryer. The room is cozy and you even have space in the kitchen to sit down, work or just have breakfast. You also have enough contacts to charge your phone around the bed.",positive
"nothing ,

everything",positive
The bed was very hard and not compfy,positive
"Choice for breakfast was a bit limited. Also, it would be good to have shower robe,

Good Location and clean and nice rooms.",positive
Service personal is superkind and great !  Great people !,positive
"A little narrow flat we got - but nice.We like a a small living room for comfort,

The charming Style and tasty decoration.",positive
"It is in the outskirts of Arlon so you better have a car to get there and if you want to shop or eat. But one look at the map will tell you this as well.,

There was ample parking space and the house is in a quiet side street.",positive
"Bathroom very small. Room was cold when we arrived and the heating didn't appear to work until 6pm. Having read other reviews the list of TV channels was out of date in May18 and when I asked if they had BBC as on the list I was told we haven't had it for a couple of months. I asked why they hadn't updated their list was told yes I suppose we should.,

Free overnight roadside parking. The room was quiet.",negative
"There is nothing I didn't like about this place, even the view was good, the shower spacious and the bed extremely comfortable. I really loved this hotel and this room. I hope you also enjoy your stay here.,

The location was amazing being only five minutes from the central station. The room was clean and comfortable and stylish too. The reception area was very welcoming and spacious. Staff always helpful!",positive
"Rooms are a bit outdated, and needs renovation.  The health and leisure was not clean...,

Nice breakfast, spacious room for family of four. Swimming pool and sauna.Close to city center",positive
Very cute studio with character. Owner was extremely friendly and helpful. I can't wait to come back.,positive
"Nothing. ,

It’s clean and quiet, very comfortable. Nice hot showers and comfy bed.",positive
"Little out of the centre of De Panne but Ok,

Very helpful staff",positive
"Very clean, staff are so lovely! Bed was extremely comfortable! Price is prefect! The location is perfect for a city beak as you are super close to everything. The garden area is very relaxing and super quiet!",positive
Breakfast was expensive,positive
"Locality was very good, in a walking distance from the city centre and yet very quiet place.",positive
"Nothing,

It’s very quiet, well set up and in the country which is lovely",positive
"No fridge in room,

Location",positive
"The buttons  (table - middle of the beds) to  turn the  lights ON/OFF are  not  easy  to  find!,

The  breakfast is  extra-ordinary, we  loved it!",positive
Location and the apartment (I am not from Montenegro by the way :) I am from Albania but I live in Vienna),positive
"Thin walls and narrow bed.,

Parking, Wi-Fi, wonderful bathroom, good view on nature. Kind landlord at the Check-in.",positive
"Clean , nice room , quite",positive
"Spacious, clean and  a very comfortable bed. Close to city center, bars and restaurants.",positive
"Perhaps the distance to Arlon for restaurants, not so much of an issue if travelling by car, which most sensible guests would do!,

I made an error with the check in time, I believed the check-in time was up to 9pm, thinking that most hosts prefer earlier than later, I turned up at 5.15pm and noticed that check-in time is between 18.00-21.00. Staphanie’s husband let me in and showed me to a very comfortable upper bed room and lounge, I was grateful and ready for a shower travelling by moto. Technically I could have been charged an additional fee, which was waived. In the evening I had a meal in Arlon; 7km, returned to the house for an excellent nights rest in a very comfortable bed. Breakfast was excellent, continental style, cheese, meats etc. and great coffee. Easy journey to the Channel ports, left at 9.30 I made good time for the return ferry and transferred to an earlier departure, arrived home while still light, mid-October. Southern Belgium is great moto country, I was in transit from SE Europe, next time I’ll stay longer, explore the area and fuel is cheap in nearby Luxembourg.",positive
Nice comfortable clean hotel with friendly service and a good breakfast and restaurant,positive
Excellent location.very clean . Close to many restaurants. Just what you need for a day or two.,positive
nice room,positive
"The loft area had no curtains so I was woken up very early by the sun,

Great location, great decor, host replied quickly and  it was very easy to get in.",positive
"Breakfast should be included,

Relaxing environment!",positive
"Non,

Very nice kitchen and living room and nicely decorated 4 big bedrooms. Beds were also comfortable. Big living and kitchen were nice to have a relaxed evening with friends. Thank you for the kind welcome! We enjoyed the walk in center of Durbuy and les Mégalithes of Durbuy.",positive
"nothing special,

comfortable solution at a good price for 1 night. Well equipped",positive
Alles was perfect !,positive
"It was a bit away from the actual town.,

The house was nicely build. It was on a main road to durbuy",positive
"Central location in the middle of a shopping centre 
So clean especially the bathroom which is a massive plus",positive
"No free coffee or tea, all consumables cost extra.",positive
"The hotel is in a fantastic area, almost on the beach. The pool area and pool itself was great, also well adjusted to covid restrictions. Rooms were clean. Breakfast was delivered to the room and it was really abundant.However, the biggest treasure of our stay was Mo, the guest manager. Smile, helpfulness, patience explaining things - he has it all. “Mo is the best” said my 9 yrs old daughter and asked me to come back to this hotel. We definetely will.",positive
"I didn't like the lack of storage areas in the room.   No drawers to unpack made it living out of suitcase.  ,

I loved the staff, the location, the breakfast, the 2 restaurants, the sauna and the very comfortable bed.",positive
"Poor room,

Great location",positive
Rooms with a lot of space and light.,positive
"Perfect stay! The service, the room, the restaurant, the staff were quality beyond expectations! And sauna in your room is something so awesome! I definitely recommend Les Tanneurs if you are in Namur.",positive
"Bed was very soft... But almost too soft that made it a tad uncomfortable.,

Loved that the room had a bath! Very very central location in the market square.",positive
"One broken bedside lamp was not fixed and the number of towels left for us kept changing.,

Very accessible, clean, and allowed us space to relax and manage some of our own meals.  Optional access to a private secured car park.",positive
"Nice hotel , will visit again",positive
"The lifts are very small and always crowded.,

Great location, staff, facilities. The swimming pool and rooftop bar are excellent.",positive
the food (dinner and breakfast) was excellent.,positive
"There was nothing that was of major concern during my stay the only thing is that the room was quite basic however it must be taken into account that it is a budget priced hotel.,

The hotel was very well located being just a few minutes walk from the main square. The staff were helpful and the hotel was also very good value for money.",positive
"Atmosphere was a bit odd with the students living there. Didn’t feel like a hotel. ,

Clean, convenient location for a work visit to the hospital",positive
"N/A,

Quiet, Comfy, friendly, really helpful staff even when we had to move our check in to 02:00..! And our breakfast box ...... wow fantastic. Will definitely stay here again when we work this direction. Thank you , Richard",positive
"Unfortunately we had very noisy neighbours in the room next to us and the walls weren't soundproof enough.,

Excellent location in a vibrant neighbourhood. We loved the rooftop pool and bar. Room was rather small for 6 adults, but OK.",negative
"Air conditioning didn’t work well. It was warm and stuffy in the room even with the AC on max. No vent in the bathroom and bathroom door swings shut so very hot and steamy after a shower and you have to prop open the bathroom door to cool it down, which brings the hot steamy air into the already warm room.,

Breakfast was good. All you can eat for €11.50. Bed was comfortable, shower was spacious enough. Pillows and towels were plentiful.",positive
"The sauna wasn't functioning at first. We needed help from the staff to reset the controls, then it worked fine.,

Spacious room, nicely decorated and furnished. Room service was excellent. The diner and breakfast were delicious. The location in the heart of Namur is a great asset. The staff is very friendly and helpful.",positive
"Bit dated,

Location cannot be beat...breakfast was wonderful!!!!",positive
Easy check-in and check-out without contact people. The personnel gave me clear instructions what I need to do. There are a lot of things to do there to spend of the free time.,positive
Room OK. Pool closed. Breakfast delivered into room due to Covid. OK breakfast.,positive
Le style architectural,positive
"Clean, comfortable, good bar, great location, great price",positive
"There were some reconstruction works so it got really loud in the morning. Didn't get warned before. ,

Good breakfast and perfect location to explore the city. Nice design.",positive
"Breakfast,

Breakfast was okay, location was fantastic.",positive
Close to Hospital and airport. Grocery store downstairs.,positive
"Small room,

Location and relaxed pleasant hotel",positive
This was perfect for us and we really enjoyed our stay. Great breakfast also,positive
"Lighting too dim in corridor. ,

Noise not an issue, good smoking area. Staff, friendly.",negative
"There is no fridge in the bedroom,

The central location and the nice personnel",positive
perfect facilities. big and quiet room with nice big roof to sit and enjoy. right in middle of town... good kitchen good bed and window view in all directions...,positive
"Loved walking around. Loved all the little shops, especially the chocolate shops. I will visit again.",positive
"nice,

Its good and very near to my office",negative
"Only remark will be with regards to the parking, that limits the distance and time me as tourist can park and walk to the hotel. The big car park is 10m walking to the hotel, with luggage and rain is not very pleaseant,

Excellent location really easy to find. The Hotel staff was wonderful very helpful and concerned with the best way to please us. Swimming pool was open we were able to enjoy it but unfortunately the SPA closed due the actual COVID situation. Breakfast follow the same principle, the staff was always on top of us nothing missed. Was not a buffet again due the restrictions, but all we asked for was provided accordingly. We were impressed with the care of all.",positive
"Cleaning services could be better. Floor not clean enough, dust on furniture. Parking expensive and difficult to enter.,

Excellent location, spacious, nice place. Parking near by.",positive
"Could be cleaner.
Breakfast was limited, plates were often empty.
No fridge in the room, to have a cold drink you have to always go to the common space.,

Fly screens in windows, can sleep with open windows enjoying the silence and fresh air.
The hotel looks lovely from outside and has a beautiful garden.
Friendly stuff.",negative
"Far away from Namur downtown,

The crowd were really really friendly and helpful",negative
"Rooms too small, the pool is very cold (If you have a pool, don't you want your visitors to use it? After 20 minutes we had to leave because of the cold water).For sure I can tell that the room was not cleaned daily, only arranged the beds and changed the towels.Soap and Shampoo (Not separate) is located In a device near the sink and bathtub. I expect 4 star hotel to have a higher level Toiletries. This issue was not too important for us, I just mention it for the next guests.Air condition was a little noisy when you moved it from Fan level ""1"" to ""2"".Parking is 16 Euro per day and not under the hotel. 2 minutes walk so first you need to take your luggage and move it from the car to the lobby and, then, park your car.,

It is good hotel with very good breakfast and a indoor pool (Look also at the ""didn't like"") located at the center of Hasselt. The service is very good, reception staff helped us with any questions or requests even when we arrived late. Rooms are bit small but OK. Very quiet. Air conditioned.Price is fair.For 2-3 days of staying I would recommend this hotel.",positive
I love having a kettle in my room. The tea was actually not delicious but I had my own.,positive
"Nothing,

Everything",positive
"Accessing my room was a bit complicated and would not work for older folk.  Had expected a fridge in the room. Standing at the Loo doing a no 1. meant leaning to one side. The A/C had an irritating noise.,

The hotel is going through a refurbish i guess and the room I stayed in was brand new. It still had some minor niggles but overall was lovely with a big bed and a modern tv. The staff were friendly and there was lots CV19 pre-cautions. The design and furnishing is really cool. The room was large and well furnished with a massive bed and TV...",negative
"Friendly, helpful staff, great location, just in the center.",positive
"Smell in our restroom,

Location",negative
"We got the worst room - something that almost always happens when we book on Booking.com,

Service was very kind and professional",positive
"The studio needs some rennovation. There was no handle on the door to the toilet, one glass was missed in the door to the bath. Window blinders felt off when I tried to adjust the height.,

The location is great.",negative
"The view, we looked at a wall ,

Nearby the city centre",positive
"The beds are indeed lacking in the support I need and want. The smell in the carpeted hallway is strong from previous smokers.,

The service was excellent. Breakfast simple but enough. Glad to have had our dog with us.",positive
Excellent value for its price. The landlord is very friendly and flexible. The studio is a very convenient place to stay.,positive
"rooms could do with a update. walls felt damp and sticky in our room
 room was more expensive than usual because of the festival.,

breakfast was excellent and staff were really friendly",positive
"Parking rather expensive when used only during the night. A concrete column in the middle of the room took a lot of space.,

Modern design if you like it. Room very calm and clean. Friendly staff. Spacious shower. Special balcony pool. Parking nearby.",positive
"The ramp for wheelchair access has been removed.  I used it, in the past, for my suitcase although there are just a few steps.,

This hotel is designed as a home away from home with it's large but cosy reception area that includes a bar.  The rooms are basic but functional.  The staff are friendly and I felt on this visit they have finally resolved the check-in process. The location of this hotel is great.",positive
"We booked a room with sauna and whirlpool which was written in our confirmation. Unfortunately the hotel confirmed a room only with sauna but we were able to change the room after talking to the receptionist. 
What we didn’t like was the service level at the reception- we had to wait till he finished 2 calls for more that 25 min (even if we were waiting already in front of the receptionist- he picked up the second call as well). In addition we would have appreciated to get recommendations for the area eg restaurants, sightseeing etc. ,

The entree is beautiful and you can park your call easily on one of the various parking slots close to the hotel. You can walk in 5 min to the city center which is nice. Our second room was lovely and exactly what we expected.",positive
"Breakfast was awful. Some staff lovely and some very grumpy.,

Location was great and so was the room",positive
"The gyms equipment is ridiculous and it has no ventilation !,

It is an upscale dormitory with studios with kitchens. Excellent gastropub and the supermarket in the building.",positive
"Absolutely nothing,

1- Location, very closed to the ""Belle Epoque"" district2-Hotel itself and its Staff and facilities",positive
There was an ongoing traffic noise coming from the street.. We struggled to sleep!!,negative
"The property was in a perfect location for what we had to do and where we had to go over our weekend. Rooms where spacious and comfy, the breakfast was good and the staff members always available to help.",positive
"There is nothing fit for this section :),

The entire place is very spacious and super-comfy. It has all the privacy you need and assistance within minutes if needed.Would recommend to anyone travelling to Grimbergen dor whatever purpose. Really enjoyed my stay! Thank you!",positive
"Cleanliness could have been better. Windows were filthy, floor was a little dirty and in the bathroom there were hairs in the shower from the previous guests.
Food was canteen style but that was to be expected.,

Value for money, location was super central, staff were friendly, breakfast was good, room was spacious, bed was soft and comfortable.",negative
"Very cold bathroom ( visited in february ) , no bulbs in the small lamps,

The location is excellent. Surely enough parking",negative
The best part has been the kitchen full equipped and the late check out. Very very nice stay thanks a lot,positive
"Toilet is badly positioned in bathroom with regard to the door being opened on top of you. 
When the main light is turned off in the bedroom (at night) it also cuts the power to everything, so not possible to charge devices. And even when you go to breakfast and want to charge something, you must leave the light on...in daylight!! 
No toilet brush in bathroom. 
Asked to have a replacement bulb in the bathroom, which still hadn’t been replaced by the time we left. 
The shower temperature fluctuated constantly from very hot to cold. I informed reception. 
Finally, housekeeping didn’t leave enough bath towels and we were asked to go to reception to get more. 
,

Room was a good size for three people. Good black out curtains. And comfortable beds with a choice of firm/soft pillows. Close to the main shopping street. Usual buffet for breakfast, good selection of food, hot and cold.",positive
"nothing was unpleasant.,

Design and decor are pleasant and exciting, coloured and in the common areas, essential and functional in the rooms. The cocktail bar quality has been a welcomed surprise, the italian restaurant serves very good pizzas and antipasti. Definitely worth the visit and staying. I had no chances to visit the roof top bar but since the quality of the ground floor one I don't have any doubt about it. International News channels available for free in on rooms TV.",positive
"NO ROOM SERVICE,

LOCATION",positive
"As others have said, it has an odd layout wiyj lots of stairs & bends. Decor universally brown,

we arrived late after 9pm & went into restaurant at 9.30pm. Initially the maitre'd told us there was no availability, but when they realised we were late arrivals their attitude changed & we got a great steak!",positive
"The shower was tricky to use, shower head in the middle of the bath instead of the top, water destroyed the bathroom and your back to the curtain. It was easier just to remove the head and use it manually. ,

Location location location. Super friendly team at reception",positive
"Really nice big rooms with kitchenette including Nespresso coffee maker, and fashionable deco. Lovely cafe/restaurant on the ground floor.Issues: bad sewer smell in bathroom; windows can’t be open; fire alarm dysfunction meant 4 alarms in the morning resulting in blockage of lifts for subsequent hours... not fabulous to go back/from your room on 6th floor with luggage!",negative
"Excellent breakfast, nice swimming pool, close to the beach",positive
"The worst thing at the ground floor is the very noisy flush of the toilet from upper floors. It's really disgusting and it woke me up during the night many times. Moreover, there are no windows or air vents in the toilet and that's really uncomfortable. ,

The location is perfect to visit the city center and the hosts are very kind. The price is good considering the average in Bruxelles.",negative
"The doors aren’t that good so that you can hear every word spoken in the hallway ,

The interior was really nice as well as staff and the view :)",positive
"Very warm welcome despite of quite late arrival!
Nice newly renovated house!",positive
"No room service. Breakfast not bad but nearly all food packed.,

Perfect situation in Antwerpen. Apartment large with terrace.",negative
The bedroom was very disappointing. They certainly need an upgrade. The towels were smelly and old.,negative
"Nothing bad to say.,

Seb is a fantastic host, really friendly and super helpful, offering a lot of tips and tricks, he told us what kind of bus tickets to get, from where, etc., offered all the guidance as to how to find the property, which was very very easy. The studio is cosy, equipped with everything u might need, coffee machine, a little oven, water heater, fridge, so you can prepare your own breakfast. The area is very chilled, super safe and calm, and the old town of Namur is literally less then 10 minutes by bus (number 27). Excellent value for money, great stay, definitely recommend.",positive
"It does not has the free packing,

Very comfortable bed. The kids like the swimming pool very much. Although it is small, but it's enough for the kids.",positive
"Great location, comfy room. The staff were very helpful - overall nothing bad. Good value for the price. COVID measures were in place and the hotel was very clean.",positive
"The room is pretty small.The window of my room is on the ground floor and faces the garden cafe with a lot of people sitting and chatting, so I cannot open my blind, which is not nice.,

Clean and neat, the staff are very friendly and ehlpful.",positive
"The rooms were very hot with no air conditioning and the windows opened up onto a road which was very noisy on a Friday night. It is a shame that no tea or coffee making facilities were provided in the rooms.,

We were given a lovely big room with a double bed and bunk beds in a separate room. The bathroom was lovely and the beds were very comfortable. Breakfast was excellent at an additional cost of 13 euros per person. We were able to park directly outside the hotel and it was just a short walk to the old town and the main attractions. The TV had access to Netflix!",positive
"It’s an old building but everything was in order! ,

The location was super and the staff extremely fiendish and helpful.",positive
"All is still in costruction, Parking is an issue.,

Nice Reception welcome, very friendly super close to the Airport.",positive
"Wi-fi connectivity in the room was poor. 
One member of staff at reception far less friendly from all the others which were great,

Functional - ideal for what we were after. Breakfast was amazing and worth a special mention.",positive
"I was very disappointed with the fact the kitchen annex did not have any cooker (only microwave). I do not use micro wave and the reason why I booked apartment (not the hotel) is that I prefer to cook dinners for myself. The bathroom smelled really badly. First two nights I was alone in the house so it was ok, but when other people moved I realized how bad acoustics the wooden house had: the ceiling, the steps, the doors - you could hear every step in another apartment. Very disturbing. The same regarding the noise from the street - the first two nights I hardly could sleep because of the noise from the street.,

Check in was very easy, spacious apartment, comfortable bed and pillows, efficient central heating, convenient refrigerator, complimentary tea and coffee, perfect location. The apartment was overall very nice, with a lot of interesting books. In general it was clean but some parts (especially the staircase) were covered with quite a collection of dust.",positive
"Nothing,

Excellent breakfast. Time for breakfast fast on sunday till 12 am",positive
"The 3rd adult sleeps in a sofa. They open the sofa immediately so you can use it as a sofa and it’s a rather uncomfortable bed.,

The room was clean and well maintained. All kitchen utensils available. Good location and friendly staff.",positive
We can make breakfast in app.,positive
"The families rooms a little bit small,

Suitable for families as there are swimming pool, fitness and sauna.",positive
"no AC,

The Design is awesome",positive
Clean and in a good location,positive
"Location, comfort, size and facility in room.",positive
Great location!!!! very helpful staff !!,positive
"Was expensive price without breakfast ! ,

Was clean !",positive
"I thought we would have a bath tub in the room but we had a shower. Also, the wellness spa area was small in my opinion. The pool was a little cold too,

The spacious room, and the young receptionist that checked us in was super nice.",positive
"WARNING this is a one room appartment and they sold it as a two room appartment that is deception for the guests.On this first revieuw the owner defended himself with lies like:Warning!!this client didn’t see the mezzanine with the 2 single beds!!(see on the pictures in the booking.com site!!).So there are 2 rooms!!Moreover he was alone and paid for a single occupancy,so why should he need 2 rooms?This is really frustrating to get such a dishonest comment!!But: I booked this room with my partner and an a extra guests so not alone if he can see in the booking.That's why we need two rooms.No problem if it were two separate rooms as the owner reports but that is not the case.You have to reach the second room by scrambling through a scary dangerous ladder to a attic that looks out onto the double bed of the other room. SO PRIVICY ZERO.Shame on you liar we paid for a two room appartment and we got one.Good luck with you scarry rooms but we never come back.,

The location",negative
"We loved it..,

All",positive
"The breakfast is not very elaborate but it was also not very expensive.,

The room was very comfortable and spacey, the hotel is very well situated. The bath/shower was a little small but it wasn't a problem for us. You need to specify in advance if you want to sleep on the sofa bed, which we didn't do, but the staff was helpful in solving the problem.",positive
"The kitchen is pretty dirty although well-equipped. This property is ok for a one-night stay, but not for longer stays.,

This studio flat is in a perfect location and easy to reach from the motorway. The town centre is half an hour away on foot. The futon is comfortable and the free parking at the property is a bonus.",positive
"air conditioning was broken :-( during superhot week at beginning of Augustpool facilities were messy at the end of the day,

great breakfast, wifi, comfortable room, excellent location",positive
The hotel is hip and slightly eco friendly. A good value for money.,positive
It was seamless as it should be,positive
"As the rooms were newly renovated, it had some 'growing pains' (airco failing, ...), but I'm sure that it will be solved for the people after us !,

Really nice place ! Newly renovated rooms",negative
"The large bed was just 2 beds pushed together but not secured, and they kept moving apart- sleep was not comfortable because of this. The room requires a bit of freshening up of the decor, the room is clean but looks a little grubby. Breakfast was basic, but OK,

The size of the quadruple suite was good for us, plenty of space and facility to make food in the suite. Washing up liquid provided (as rule is to wash all crockery becore leaving), shower was powerful. Location is AMAZING! Staff were all friendly and helpful.",positive
No breakfast but there's a cafe next door.,positive
"Very good breakfast, swimming pool and wellness center. The room was comfortable and quite. The staff friendly.",positive
"The darkness of this old studio, the spider webs in the room, the wardrobe like a cupboard, the shower smells from sewage and the fragrance used in the room to cover this smell makes you sick.,

Location, coffee and tea.",negative
"The bathrooms could do with an up grade.,

Breakfast was not that exciting. The location was great. The reception staff were very friendly and helpful. I was going to give the hotel a lower rating, but the front desk staff made me change my mind. Thank you guys for your help in making my stay a happy one.",positive
"check in process was too long,

location, size of the room",positive
"There was nothing to dislike about Serbs studios.,

Seb was very welcoming. He owns a lovely old farmhouse with quirky features. The room was a good size and there were facilities for cooking, coffee machine etc. We stayed one night with our two small dogs while travelling to Venice, Seb did not charge us any extra for the dogs. Due to the rain, he even kindly picked us up from the restaurant that we had walked to.",positive
"Room was above the breakfast area so when they start the morning service, there's sounds of doors opening/closing, furniture moved about.,

Room was good. Good variety at breakfast, also good brasserie (service was also good). Child-friendly hotel (jumping castle in one of the conference rooms, brasserie lounge area provided kids toys).  Check in/out was prompt. Hotel very close to shopping streets (pre) and good restaurants(Het Magazijn,Cjan, Orangerie). Free parking around the marina area, otherwise underground parking across the hotel. Prompt service when there was an issue with one of the beds.",positive
"i can recommend the Room  607, on the top floor, with view to the back, so quiet!",positive
"Main issue was the desk was not close to an electric outlet, so inconvenient if you need to use computer. Also could have used coffee machine or tea kettle in room,

Very nice and clean hotel. Bed was very comfortable for me. Decent location, not too far from Grand Place",positive
"The attitude if the receptionist when we arrived early. He hadn't a clue how to handle customers.,

The location is great and the hotel quirky. Choose your room wisely.",positive
"Furniture old , breakfast limited in choice for non meat eaters and even though advertised as being till 11am nothing is replenished, nothing fresh so if you want fruit, bring your own. Room a bit dark.",positive
"There was a lamp but no bulb, Some problem with the TV. Switching on and Off of its own, finally i have to remove the power to switch it off completely.,

Value for the money",positive
"Very helpful and friendly staff. 
Excellent breakfast 
Perfect location for travelling into Brugge ( only 2 min walk to the station , €6.40 return to centre of Brugge)",positive
"The room, which is one of rooms in the studio,  was not sunny.The bed was not comfortable.,

The studio is close to sightseeing spots.It takes several minutes to a subway station. The room was cool without a cooling installation in summer.",negative
Great,positive
"The extra sofabed could have been a little larger.,

Friendly staff. nice, large room with a very large window en a very comfortable bed. enjoyable breakfast. beautiful lounge. clean bathroom with enough space.",positive
location right where i wanted to be,positive
"The room was way too warm and could not get cooler despite the airco and the opened windows. Value for money could be better in general.,

Very good location, big rooms and a very comfortable bed.",negative
"Clean, nice interior, great location, great bar and rooftop spots with an amazing view. The room was spacious and very comfortable (reading sofa/lounch area in the room).",positive
"No refrigerator at the room.
,

Location",positive
"No tea coffee facilities and lacked storage space,

Location",positive
"There were a lot of stairs to climb with heavy luggage and the bathroom situation was unique in that the toilet was separate from the bathroom and it didn't have a sink so you were required to go into the master bedroom every time you needed to wash your hands.,

The room provided the space we needed for our group of four and it was very close to many attractions.  The breakfast that was included in the price was excellent!",positive
"Not much places where to eat out,

Bus stop exactly opposite",positive
"Bed is so soft,

Quite and staff is very good",positive
"The bathroom door is not fixed and a bit dangerous as it may fall down easily.  ,

The kitchen is quite big.",negative
"Breakfast was organized properly during the Covid regulations. They were very flexible in cancelling the last few days, we had to leave earlier due to work being cancelled.",positive
"bathroom was decent. nothing more.,

Staff was nice and helpful. good location. bed was comfortable. bathroom was decent. Breakfast was really good!",positive
"The beds were too close to the floor. ..,

Good value for the money",positive
"The pool was freezing. Could have been a few degrees warmer.,

Friendly staff. Very clean. Perfect location.",positive
The decoration is fun - the location is great,negative
The decor throughout the hotel was very nice. Clean room & Comfortable bed.,positive
Its a unique historic hotel with spacious rooms and massive character,positive
"Beds,

Location and staff",positive
"IT is a new hotel, first 5 floors students dormitory, 6 and 7 a hotel. Construction is not finished yet ,

Close to public transport,",positive
This place exceeded all expectations. Great value for money. Booked it to visited Bruge and it was the best decision.,positive
"There was no ventilation in bathroom and toilet and the pipes smelt. Old towels. Room overcrowded with pictures and decorative items leaving little space for leaving things. Bed uncomfortable and very little light. No space to move around the room. We expected something better after reading Booking.com comments.,

Very close to everything.",negative
the garage is difficult and not adjusted for business travel,negative
"The airco didn’t seem to work but the rest was all good,

The property is in the middle of the center, really nice and friendly staff and the rooms are super comfi. I’ll def come back to this hotel next time!",positive
"If you are above 185 cm, the room can be a bit tough to handle sometimes ;),

The flexibility of the host and his hospitalityPrice/quality was definitely goodOveral it was a nice place to stay & if we around we'll come by again",positive
The hotel looks very fresh.  Everything is new and clean.  The staff are very welcoming and friendly.  I will definitely come back here,positive
"We liked very much the hotel. The room was spacious, clean. The location very good also, very near Avenue Louis.I recommend!",positive
"Just perfect motel. Modern, clean, easy, with very friendly and helpful team. Small but perfectly arranged and quiet rooms with air-conditioning.",positive
"The hotel interior is a confusing maze. Glass bathroom door with clear view into the shower from the bed - beware if you're into any sort of privacy whatsoever.,

Central, convenient location. Edible breakfast. On-site free parking was pretty convenient. The jacuzzi in our room was an unexpected but pleasant bonus.",negative
"The property is older and a bit run down. ,

Location and staff was excellent",positive
"👍🏻,

Cleaned room
Staff super ok
Supermarket in the same building",positive
"I could not understand why they did not have enough keys for the garage - we had to return ours every time we used it.,

great location: exactly between the Blankenberge Beach and the train station; a small but neatly arranged room; good quality and varied breakfast buffet",positive
"No air conditioning!!,

Location and furniture",positive
"Pillows!
,

Very good!",positive
"It was great value for money.,

Location, cleanliness and staff service. There was also a pool table in the reception area. Well situated near train station and zoo.",positive
They were very kind to wait for us despite our late arrival. Perfect studio to rest and fantastic that our doggies were allowed with no problem.,positive
Room was very cold. Temperature setup was not working,negative
"There was a lot of noise on the street and the windows weren’t noise proof.,

The style was authentic the staff were nice",negative
"Nothing.,

Everything was great, the location is one of the best, very close to the Central Station and Park subway station. Very friendly staff, and well equipped room. The prices was very good.",positive
"Staff very busy at check in so in a hurry,

Non standard hôtel as junction of several houses. Big room and super nice sauna in our bedroom",positive
"The walls were paper thin so was noisy from the room next to me but nothing too bad,

The bed was super comfortable and the hotel was in a fab location!!",positive
"No comment ,

The staff is really nice",positive
The smell in the shower,positive
"The noise. Every step of people staying above us literally shook the ceilings and rattle the cutleries. The bed and wooden doors/floor also creaked with our slightest move. The bed sheet was not very clean.,

The location is awesome, walkable to most places we wanted to visit. Easy check in and check out.",positive
